dataset,arch,level,scale,single_tokens,cum_tokens,tokens_used,seed,method,accuracy,ece_percent,adaptive_ece_percent,brier,auroc
chartqa,m3,5,576,576,766,576,44,Naive Confidence (NC),9.75,72.4413775652647,72.03485929220915,0.6274271455888765,0.8057035300802614
chartqa,m3,5,576,576,766,576,44,Temperature Scaling (TS),9.75,44.464726185297906,44.30066034028384,0.2773889911891543,0.8057035300802614
chartqa,m3,5,576,576,766,576,44,Platt Scaling (1D),9.75,3.2079722200445913,4.308482817178914,0.07666735139894078,0.8057035300802614
chartqa,m3,5,576,576,766,766,44,Trajectory Platt (5D),9.75,3.3155436487868424,4.335504728369415,0.07648423829228049,0.8139782655018112
chartqa,m3,5,576,576,766,576,45,Naive Confidence (NC),9.75,70.6969724185765,70.69697241857648,0.6123582570175424,0.8089352936998366
chartqa,m3,5,576,576,766,576,45,Temperature Scaling (TS),9.75,44.36539052373203,44.210069485798805,0.2754315108040751,0.8089352936998366
chartqa,m3,5,576,576,766,576,45,Platt Scaling (1D),9.75,2.8602704279357303,5.170587849621506,0.06979387436966306,0.8089352936998366
chartqa,m3,5,576,576,766,766,45,Trajectory Platt (5D),9.75,1.7767547466792162,3.3013642332516615,0.06971701197708896,0.8182399318133391
chartqa,m3,5,576,576,766,576,46,Naive Confidence (NC),9.75,72.43207341432571,72.06329797208309,0.6352246814897258,0.7591448256268202
chartqa,m3,5,576,576,766,576,46,Temperature Scaling (TS),9.75,44.551340777107754,44.38727493209367,0.27903219448364047,0.7591448256268202
chartqa,m3,5,576,576,766,576,46,Platt Scaling (1D),9.75,2.974205741204861,3.4003747595198495,0.07653954585088055,0.7591448256268202
chartqa,m3,5,576,576,766,766,46,Trajectory Platt (5D),9.75,2.779486943851226,4.030517806182616,0.07734153011260275,0.7523971873002343
docvqa,m3,1,1,1,1,1,42,Naive Confidence (NC),2.0,72.33605253696442,72.33605253696442,0.6016987626000714,0.9177295918367347
docvqa,m3,1,1,1,1,1,42,Temperature Scaling (TS),2.0,50.65391544025818,50.65391544025819,0.27479124450140135,0.9177295918367347
docvqa,m3,1,1,1,1,1,42,Platt Scaling (1D),2.0,1.2962381710970925,1.8848320786454924,0.017276959636182223,0.9177295918367347
docvqa,m3,1,1,1,1,1,42,Trajectory Platt (5D),2.0,1.3333820352563635,1.9221598707372323,0.01734322021347606,0.9177295918367347
docvqa,m3,1,1,1,1,1,43,Naive Confidence (NC),2.0,70.09290570858866,70.09290570858866,0.5855359589169576,0.7822066326530612
docvqa,m3,1,1,1,1,1,43,Temperature Scaling (TS),2.0,50.59107483354216,50.59107483354215,0.2751859083498235,0.7822066326530612
docvqa,m3,1,1,1,1,1,43,Platt Scaling (1D),2.0,0.962279708845724,1.5922684709794621,0.01875983288974472,0.7822066326530612
docvqa,m3,1,1,1,1,1,43,Trajectory Platt (5D),2.0,0.5068675486982102,1.5784481391165173,0.018769258228238016,0.7822066326530612
docvqa,m3,1,1,1,1,1,44,Naive Confidence (NC),2.0,72.67738404870033,72.67738404870035,0.6168818596595382,0.7761479591836735
docvqa,m3,1,1,1,1,1,44,Temperature Scaling (TS),2.0,50.82318174446533,50.82318174446533,0.27739215380843857,0.7761479591836735
docvqa,m3,1,1,1,1,1,44,Platt Scaling (1D),2.0,1.0779943293804213,1.9676430684021182,0.018590511134761654,0.7761479591836735
docvqa,m3,1,1,1,1,1,44,Trajectory Platt (5D),2.0,1.095005616924027,1.935770543204853,0.01855850681667239,0.7761479591836735
docvqa,m3,1,1,1,1,1,45,Naive Confidence (NC),2.0,70.91428877972066,70.91428877972068,0.5917755479566865,0.8612882653061225
docvqa,m3,1,1,1,1,1,45,Temperature Scaling (TS),2.0,50.69111176036192,50.69111176036192,0.275651448124308,0.8612882653061225
docvqa,m3,1,1,1,1,1,45,Platt Scaling (1D),2.0,0.7671212557347786,1.3417883000987743,0.017894615373475347,0.8612882653061225
docvqa,m3,1,1,1,1,1,45,Trajectory Platt (5D),2.0,0.5440176244301256,1.3681110361067113,0.017935223696019367,0.8612882653061225
docvqa,m3,1,1,1,1,1,46,Naive Confidence (NC),2.0,72.18929697200656,72.18929697200657,0.6088394796564822,0.7066326530612246
docvqa,m3,1,1,1,1,1,46,Temperature Scaling (TS),2.0,50.726783113306816,50.72678311330681,0.27691007357076886,0.7066326530612246
docvqa,m3,1,1,1,1,1,46,Platt Scaling (1D),2.0,0.7277231478425019,1.9483407956899865,0.019439317987444752,0.7066326530612246
docvqa,m3,1,1,1,1,1,46,Trajectory Platt (5D),2.0,0.5646469422063092,1.932514133732184,0.019414722578542674,0.7066326530612246
docvqa,m3,2,9,9,10,9,42,Naive Confidence (NC),2.5,71.29735358711332,71.29735358711334,0.5931678465622774,0.86
docvqa,m3,2,9,9,10,9,42,Temperature Scaling (TS),2.5,50.16130890662327,50.16130890662327,0.2748726167571641,0.86
docvqa,m3,2,9,9,10,9,42,Platt Scaling (1D),2.5,0.42556699466612374,1.6354090370451408,0.023322831539487138,0.86
docvqa,m3,2,9,9,10,10,42,Trajectory Platt (5D),2.5,1.3101266073063014,1.8368281195871532,0.022503928095904874,0.8787179487179488
docvqa,m3,2,9,9,10,9,43,Naive Confidence (NC),2.5,69.35145597811788,69.3514559781179,0.5722648541115339,0.8033333333333333
docvqa,m3,2,9,9,10,9,43,Temperature Scaling (TS),2.5,49.963264829685485,49.96326482968549,0.27265718863741706,0.8033333333333333
docvqa,m3,2,9,9,10,9,43,Platt Scaling (1D),2.5,1.301562634955399,1.8915825665304444,0.021467087097531857,0.8033333333333333
docvqa,m3,2,9,9,10,10,43,Trajectory Platt (5D),2.5,1.3928753085201604,1.555348491878249,0.020468758928414568,0.8125641025641025
docvqa,m3,2,9,9,10,9,44,Naive Confidence (NC),2.5,70.19776616618036,70.19776616618036,0.5753457375670904,0.838974358974359
docvqa,m3,2,9,9,10,9,44,Temperature Scaling (TS),2.5,49.918108318788065,49.84924518871764,0.2714387659159573,0.838974358974359
docvqa,m3,2,9,9,10,9,44,Platt Scaling (1D),2.5,0.7026103111276361,1.5384505265167436,0.022260429739801378,0.838974358974359
docvqa,m3,2,9,9,10,10,44,Trajectory Platt (5D),2.5,0.9697420848533511,1.9084367813775316,0.021613018915144114,0.8248717948717949
docvqa,m3,2,9,9,10,9,45,Naive Confidence (NC),2.5,71.5950885899365,71.5950885899365,0.5918927122090751,0.8102564102564103
docvqa,m3,2,9,9,10,9,45,Temperature Scaling (TS),2.5,50.064954703497044,50.064954703497044,0.2742295475392248,0.8102564102564103
docvqa,m3,2,9,9,10,9,45,Platt Scaling (1D),2.5,0.7599540195120138,1.6382522179121803,0.02378910458497696,0.8102564102564103
docvqa,m3,2,9,9,10,10,45,Trajectory Platt (5D),2.5,1.5202706806885544,1.955426919128513,0.023555212116274076,0.8084615384615385
docvqa,m3,2,9,9,10,9,46,Naive Confidence (NC),2.5,69.78804262727498,69.78804262727499,0.5788157829165241,0.7271794871794871
docvqa,m3,2,9,9,10,9,46,Temperature Scaling (TS),2.5,50.04023495283669,50.04023495283669,0.274533083263456,0.7271794871794871
docvqa,m3,2,9,9,10,9,46,Platt Scaling (1D),2.5,2.0359207845252825,2.529081880052842,0.024635892540551985,0.7271794871794871
docvqa,m3,2,9,9,10,10,46,Trajectory Platt (5D),2.5,0.8044028485164744,2.4495151917653857,0.024340897398204067,0.7100000000000001
docvqa,m3,3,36,36,46,36,42,Naive Confidence (NC),4.0,70.44400239735842,70.44400239735842,0.5914948306940148,0.7998046875
docvqa,m3,3,36,36,46,36,42,Temperature Scaling (TS),4.0,48.88933823381967,48.88933823381968,0.2753546777939567,0.7998046875
docvqa,m3,3,36,36,46,36,42,Platt Scaling (1D),4.0,1.5728740641355863,2.2840539814596306,0.035460886532600905,0.7998046875
docvqa,m3,3,36,36,46,46,42,Trajectory Platt (5D),4.0,1.3457852409628686,3.198448807379464,0.0372873828969615,0.7747395833333333
docvqa,m3,3,36,36,46,36,43,Naive Confidence (NC),4.0,68.71029852330685,68.71029852330685,0.5637182661171521,0.8155924479166666
docvqa,m3,3,36,36,46,36,43,Temperature Scaling (TS),4.0,48.483017181015704,48.4830171810157,0.27171505280445485,0.8155924479166666
docvqa,m3,3,36,36,46,36,43,Platt Scaling (1D),4.0,0.879187644932607,3.0415068931133242,0.03687700620708046,0.8155924479166666
docvqa,m3,3,36,36,46,46,43,Trajectory Platt (5D),4.0,2.0310072846477847,2.688092717085965,0.03710253578227202,0.8089192708333334
docvqa,m3,3,36,36,46,36,44,Naive Confidence (NC),4.0,68.9319316977635,68.93193169776352,0.5710298490848958,0.828125
docvqa,m3,3,36,36,46,36,44,Temperature Scaling (TS),4.0,48.671752904527395,48.671752904527395,0.27301388865020815,0.828125
docvqa,m3,3,36,36,46,36,44,Platt Scaling (1D),4.0,1.5281727731507846,2.0368554959138563,0.0354854419965177,0.828125
docvqa,m3,3,36,36,46,46,44,Trajectory Platt (5D),4.0,1.5138501459150573,1.9154721288359724,0.03458542750515682,0.8297526041666667
docvqa,m3,3,36,36,46,36,45,Naive Confidence (NC),4.0,70.68298397306354,70.68298397306353,0.5917720928340441,0.8064778645833334
docvqa,m3,3,36,36,46,36,45,Temperature Scaling (TS),4.0,48.81268901113022,48.81268901113021,0.2747300897574423,0.8064778645833334
docvqa,m3,3,36,36,46,36,45,Platt Scaling (1D),4.0,1.403709339157435,2.06638916828566,0.035747248411368455,0.8064778645833334
docvqa,m3,3,36,36,46,46,45,Trajectory Platt (5D),4.0,1.28397286060499,2.1086664716131054,0.035348865931686846,0.8035481770833334
docvqa,m3,3,36,36,46,36,46,Naive Confidence (NC),4.0,70.18464890494943,70.18464890494943,0.5861033876235752,0.6943359375
docvqa,m3,3,36,36,46,36,46,Temperature Scaling (TS),4.0,48.68372466508299,48.68372466508299,0.2747530702732844,0.6943359375
docvqa,m3,3,36,36,46,36,46,Platt Scaling (1D),4.0,1.7779770590607054,2.7148267922134197,0.03874468943234713,0.6943359375
docvqa,m3,3,36,36,46,46,46,Trajectory Platt (5D),4.0,1.94418230446172,2.8021356279205065,0.03943401164088961,0.6848958333333333
docvqa,m3,4,144,144,190,144,42,Naive Confidence (NC),4.25,70.36083796713501,70.36083796713503,0.5868334709322524,0.804177545691906
docvqa,m3,4,144,144,190,144,42,Temperature Scaling (TS),4.25,48.6815752277248,48.68157522772481,0.27567925900696777,0.804177545691906
docvqa,m3,4,144,144,190,144,42,Platt Scaling (1D),4.25,1.6522334574575965,2.659460485674844,0.03895276856376291,0.804177545691906
docvqa,m3,4,144,144,190,190,42,Trajectory Platt (5D),4.25,0.9991297912056327,2.110787321886164,0.03787894204837834,0.8373521732452773
docvqa,m3,4,144,144,190,144,43,Naive Confidence (NC),4.25,71.74300474114716,71.74300474114716,0.60282272013455,0.8147749961603441
docvqa,m3,4,144,144,190,144,43,Temperature Scaling (TS),4.25,48.63617030173237,48.63617030173238,0.27538839774548346,0.8147749961603441
docvqa,m3,4,144,144,190,144,43,Platt Scaling (1D),4.25,1.307149408991573,3.2134255218295014,0.03998790885302562,0.8147749961603441
docvqa,m3,4,144,144,190,190,43,Trajectory Platt (5D),4.25,1.5023505135613962,1.9867990875791293,0.037638360908646556,0.8505605897711566
docvqa,m3,4,144,144,190,144,44,Naive Confidence (NC),4.25,72.11092985980213,72.11092985980213,0.6088335201287073,0.8539394870219628
docvqa,m3,4,144,144,190,144,44,Temperature Scaling (TS),4.25,48.84256720606335,48.84256720606335,0.2767609653965517,0.8539394870219628
docvqa,m3,4,144,144,190,144,44,Platt Scaling (1D),4.25,2.345608458130742,1.9424749137025503,0.037940342864491036,0.8539394870219628
docvqa,m3,4,144,144,190,190,44,Trajectory Platt (5D),4.25,2.452961056347703,1.7914067221281587,0.03537178154273864,0.8611580402395946
docvqa,m3,4,144,144,190,144,45,Naive Confidence (NC),4.25,73.25356087461114,73.25356087461114,0.6263544384195123,0.7662417447396713
docvqa,m3,4,144,144,190,144,45,Temperature Scaling (TS),4.25,48.90869524747365,48.90869524747366,0.2784173711004938,0.7662417447396713
docvqa,m3,4,144,144,190,144,45,Platt Scaling (1D),4.25,1.954793267270353,3.36739455764192,0.04000653903370559,0.7662417447396713
docvqa,m3,4,144,144,190,190,45,Trajectory Platt (5D),4.25,0.8978722575411666,1.7136897400196176,0.03863091663680633,0.7882045768699124
docvqa,m3,4,144,144,190,144,46,Naive Confidence (NC),4.25,72.07514248695225,72.07514248695225,0.6078298650592194,0.8164644447857472
docvqa,m3,4,144,144,190,144,46,Temperature Scaling (TS),4.25,48.74030321072541,48.74030321072541,0.2762188047101507,0.8164644447857472
docvqa,m3,4,144,144,190,144,46,Platt Scaling (1D),4.25,1.5234483049723464,2.1262614022197055,0.03899130948078436,0.8164644447857472
docvqa,m3,4,144,144,190,190,46,Trajectory Platt (5D),4.25,1.8602074347581945,1.5719464402791345,0.03744576472249495,0.8749808017201659
docvqa,m3,5,576,576,766,576,42,Naive Confidence (NC),4.5,74.56704132817687,74.56704132817687,0.6430371250358768,0.8449680046538686
docvqa,m3,5,576,576,766,576,42,Temperature Scaling (TS),4.5,48.886374764920426,48.88637476492044,0.27956559467008196,0.8449680046538686
docvqa,m3,5,576,576,766,576,42,Platt Scaling (1D),4.5,2.620430292575468,2.520666481352701,0.04046608746806992,0.8449680046538686
docvqa,m3,5,576,576,766,766,42,Trajectory Platt (5D),4.5,1.8667138496821278,1.8124417102371808,0.037709292426008484,0.8875799883653287
docvqa,m3,5,576,576,766,576,43,Naive Confidence (NC),4.5,72.44317881390452,72.44317881390452,0.614918075093313,0.754217568353694
docvqa,m3,5,576,576,766,576,43,Temperature Scaling (TS),4.5,48.57595931504541,48.57595931504542,0.27747418745178026,0.754217568353694
docvqa,m3,5,576,576,766,576,43,Platt Scaling (1D),4.5,1.388163588821047,3.4213127488111934,0.04235863284492459,0.754217568353694
docvqa,m3,5,576,576,766,766,43,Trajectory Platt (5D),4.5,1.8013474318431686,2.0745335620595142,0.04157662023373154,0.7616346713205352
docvqa,m3,5,576,576,766,576,44,Naive Confidence (NC),4.5,74.06929230317473,74.0692923031747,0.6382711201697561,0.8280977312390925
docvqa,m3,5,576,576,766,576,44,Temperature Scaling (TS),4.5,48.86110529394252,48.86110529394252,0.27932633548937685,0.8280977312390925
docvqa,m3,5,576,576,766,576,44,Platt Scaling (1D),4.5,1.1105649521499141,2.6401904322423264,0.040027035650411096,0.8280977312390925
docvqa,m3,5,576,576,766,766,44,Trajectory Platt (5D),4.5,1.9746534447913293,2.2139730896597034,0.03828530690830425,0.8622745782431646
docvqa,m3,5,576,576,766,576,45,Naive Confidence (NC),4.5,73.35956668294966,73.35956668294968,0.6203657593053206,0.8632926119837114
docvqa,m3,5,576,576,766,576,45,Temperature Scaling (TS),4.5,48.639128384250554,48.63912838425056,0.2767559754452862,0.8632926119837114
docvqa,m3,5,576,576,766,576,45,Platt Scaling (1D),4.5,2.254979191887891,2.0881497949633157,0.03944235166187912,0.8632926119837114
docvqa,m3,5,576,576,766,766,45,Trajectory Platt (5D),4.5,2.974667432601563,3.0120738070691004,0.03739155781678633,0.8736183827806865
docvqa,m3,5,576,576,766,576,46,Naive Confidence (NC),4.5,74.07341642305256,74.07341642305255,0.6328796090326269,0.8010471204188482
docvqa,m3,5,576,576,766,576,46,Temperature Scaling (TS),4.5,48.808634467433365,48.80863446743338,0.2791645447614208,0.8010471204188482
docvqa,m3,5,576,576,766,576,46,Platt Scaling (1D),4.5,1.7936924988642295,2.0415842889259217,0.040489783593061726,0.8010471204188482
docvqa,m3,5,576,576,766,766,46,Trajectory Platt (5D),4.5,1.1332215850998182,2.241600459237816,0.038858389286008904,0.8416230366492146
scienceqa,m3,1,1,1,1,1,42,Naive Confidence (NC),59.25,21.001080848276615,21.02808762341738,0.22413553424466912,0.8284538324143823
scienceqa,m3,1,1,1,1,1,42,Temperature Scaling (TS),59.25,16.33794951789803,15.054311766399397,0.18806539559339433,0.8284538324143823
scienceqa,m3,1,1,1,1,1,42,Platt Scaling (1D),59.25,7.354882942510575,9.344254256138681,0.16334115469839103,0.8284538324143823
scienceqa,m3,1,1,1,1,1,42,Trajectory Platt (5D),59.25,7.292100887745617,9.369054313749078,0.16340795711404926,0.8284538324143823
scienceqa,m3,1,1,1,1,1,43,Naive Confidence (NC),59.25,21.145790435373783,20.94758497923613,0.23808735869041336,0.7852243017265926
scienceqa,m3,1,1,1,1,1,43,Temperature Scaling (TS),59.25,12.578495252419518,12.456937787587313,0.19688251271257787,0.7852243017265926
scienceqa,m3,1,1,1,1,1,43,Platt Scaling (1D),59.25,5.8194210921109795,5.634530993204014,0.17989656907677165,0.7852243017265926
scienceqa,m3,1,1,1,1,1,43,Trajectory Platt (5D),59.25,5.891711734235288,5.642642639577388,0.1798651770502336,0.7852243017265926
scienceqa,m3,1,1,1,1,1,44,Naive Confidence (NC),59.25,19.03816530108452,19.039015203714378,0.22723642819109643,0.7902461753514016
scienceqa,m3,1,1,1,1,1,44,Temperature Scaling (TS),59.25,11.824689974210012,12.029935432238743,0.19519374258352712,0.7902461753514016
scienceqa,m3,1,1,1,1,1,44,Platt Scaling (1D),59.25,4.263855485336971,5.674371367899337,0.17948825675315289,0.7902461753514016
scienceqa,m3,1,1,1,1,1,44,Trajectory Platt (5D),59.25,4.231500089168548,5.670269280672073,0.1794715089392731,0.7902461753514016
scienceqa,m3,1,1,1,1,1,45,Naive Confidence (NC),59.25,20.05178234726191,20.075329490005974,0.23770215026342406,0.7900390877792447
scienceqa,m3,1,1,1,1,1,45,Temperature Scaling (TS),59.25,13.653500124458779,13.65350012445877,0.19613409712486302,0.7900390877792447
scienceqa,m3,1,1,1,1,1,45,Platt Scaling (1D),59.25,8.154832671392606,6.808473671128857,0.17939570342268255,0.7900390877792447
scienceqa,m3,1,1,1,1,1,45,Trajectory Platt (5D),59.25,8.137009900063275,6.817302580922843,0.17933108125745734,0.7900390877792447
scienceqa,m3,1,1,1,1,1,46,Naive Confidence (NC),59.25,20.059189133346077,19.808726854622368,0.21957442202005764,0.8175040770365769
scienceqa,m3,1,1,1,1,1,46,Temperature Scaling (TS),59.25,13.106947510923387,15.004502151314458,0.190379777133382,0.8175040770365769
scienceqa,m3,1,1,1,1,1,46,Platt Scaling (1D),59.25,6.247849387795017,7.375712814362655,0.16903141885665612,0.8175040770365769
scienceqa,m3,1,1,1,1,1,46,Trajectory Platt (5D),59.25,6.3084220960736275,7.433341570198536,0.16908732940720125,0.8175040770365769
scienceqa,m3,2,9,9,10,9,42,Naive Confidence (NC),61.5,18.918496079742912,19.02878526598215,0.22243553692441437,0.8026343575124063
scienceqa,m3,2,9,9,10,9,42,Temperature Scaling (TS),61.5,12.891364644248954,13.014211128794098,0.18838930630060585,0.8026343575124063
scienceqa,m3,2,9,9,10,9,42,Platt Scaling (1D),61.5,8.54727080830122,7.250146005956862,0.17249442373301233,0.8026343575124063
scienceqa,m3,2,9,9,10,10,42,Trajectory Platt (5D),61.5,5.30781825631857,4.163160823285578,0.1667003256442907,0.8188945201140324
scienceqa,m3,2,9,9,10,9,43,Naive Confidence (NC),61.5,20.518898785114285,20.239808917045593,0.2359626732896553,0.7851863583570899
scienceqa,m3,2,9,9,10,9,43,Temperature Scaling (TS),61.5,13.427941319776021,13.564367014587612,0.19474303689413516,0.7851863583570899
scienceqa,m3,2,9,9,10,9,43,Platt Scaling (1D),61.5,6.785564137993805,8.277051825188522,0.1806001568171422,0.7851863583570899
scienceqa,m3,2,9,9,10,10,43,Trajectory Platt (5D),61.5,6.071809556335213,7.423014249652625,0.1758963775991557,0.7970251293422025
scienceqa,m3,2,9,9,10,9,44,Naive Confidence (NC),61.5,21.051930762827396,21.058394469320778,0.24305010950490755,0.7732552000844684
scienceqa,m3,2,9,9,10,9,44,Temperature Scaling (TS),61.5,11.85948450188697,12.287319758432117,0.1997977001103154,0.7732552000844684
scienceqa,m3,2,9,9,10,9,44,Platt Scaling (1D),61.5,7.814123343116459,8.065634562914932,0.1878074110802053,0.7732552000844684
scienceqa,m3,2,9,9,10,10,44,Trajectory Platt (5D),61.5,7.40478489920497,7.3108295463025605,0.18805762302952922,0.7702460141484532
scienceqa,m3,2,9,9,10,9,45,Naive Confidence (NC),61.5,20.1307872235775,20.153486251831055,0.23245814352164118,0.7952433745116672
scienceqa,m3,2,9,9,10,9,45,Temperature Scaling (TS),61.5,11.667212749487458,12.646792523417455,0.19241065518175282,0.7952433745116672
scienceqa,m3,2,9,9,10,9,45,Platt Scaling (1D),61.5,6.4523940012486385,8.247732738330942,0.1777120118523971,0.7952433745116672
scienceqa,m3,2,9,9,10,10,45,Trajectory Platt (5D),61.5,7.132239166647193,5.78378077223897,0.17713636412608735,0.7929732868757259
scienceqa,m3,2,9,9,10,9,46,Naive Confidence (NC),61.5,21.34613212943077,21.174055948853496,0.23127143962798827,0.8130081300813008
scienceqa,m3,2,9,9,10,9,46,Temperature Scaling (TS),61.5,13.082588570418736,13.208995497754112,0.18988323509603716,0.8130081300813008
scienceqa,m3,2,9,9,10,9,46,Platt Scaling (1D),61.5,5.364136158323807,5.472226493536108,0.1709586698369275,0.8130081300813008
scienceqa,m3,2,9,9,10,10,46,Trajectory Platt (5D),61.5,6.2363215386867505,5.392392836511136,0.17195525572599896,0.8100253405131453
