dataset,cardinality,subset,has_x1,ada_ece,ece,brier,auroc,ada_ece_percent,ece_percent
infographicvqa,3,x1+x2+x4,True,0.008214915442466155,0.00012374485105558653,0.00696641456195937,0.6584664077111206,0.8214915442466155,0.012374485105558653
infographicvqa,3,x1+x2+x5,True,0.00773743926385721,0.0003845303863685231,0.006971708062749721,0.6473888649115235,0.773743926385721,0.03845303863685231
infographicvqa,3,x1+x3+x4,True,0.0076781441692327845,8.960480591688105e-05,0.006955237622898409,0.6975974679902172,0.7678144169232785,0.008960480591688105
infographicvqa,3,x1+x3+x5,True,0.006468930687832924,3.6507562285869634e-05,0.006941803597331181,0.7260825780463243,0.6468930687832923,0.0036507562285869634
infographicvqa,3,x1+x4+x5,True,0.005417814677569714,0.00034211215018843433,0.006957692386861219,0.6691123579341102,0.5417814677569713,0.03421121501884343
infographicvqa,3,x2+x3+x4,False,0.010678638297196511,4.8835022937989726e-05,0.006966263302294182,0.5025176233635448,1.0678638297196512,0.004883502293798973
infographicvqa,3,x2+x3+x5,False,0.010056034160880356,3.3515136638021664e-05,0.006959964860407164,0.6271040138109624,1.0056034160880356,0.0033515136638021664
infographicvqa,3,x2+x4+x5,False,0.009151347498104511,4.371597216105017e-05,0.006966349012126614,0.5961012803913106,0.9151347498104512,0.004371597216105017
infographicvqa,3,x3+x4+x5,False,0.008441288799584069,2.3933846584853723e-05,0.006947624311269253,0.6860883326140124,0.8441288799584069,0.0023933846584853723
infographicvqa,4,x1+x2+x3+x4,True,0.007903337479116661,0.0001254316763993242,0.00696711265452888,0.6807653575025177,0.7903337479116661,0.01254316763993242
infographicvqa,4,x1+x2+x3+x5,True,0.0052315124652972875,0.0004715135405536108,0.006964947816217956,0.6954395051071789,0.5231512465297288,0.047151354055361076
infographicvqa,4,x1+x2+x4+x5,True,0.007585286870040972,0.00036561500905075273,0.006969403423454864,0.6565961732124874,0.7585286870040971,0.036561500905075275
infographicvqa,4,x1+x3+x4+x5,True,0.004635565100675258,0.0004627285376268735,0.006947689473220823,0.7161559487843476,0.46355651006752585,0.046272853762687347
infographicvqa,4,x2+x3+x4+x5,False,0.00977672854998747,8.176577900159514e-05,0.006958584807752418,0.6445115810674723,0.977672854998747,0.008176577900159514
infographicvqa,5,x1+x2+x3+x4+x5,True,0.005070940048343206,0.0006519520092922884,0.0069644631102064695,0.701913393756294,0.5070940048343205,0.06519520092922884
lego-puzzles,1,x1,True,0.08991986240418007,0.04381256718198187,0.19802435278573216,0.4355357133818252,8.991986240418006,4.381256718198187
lego-puzzles,1,x2,False,0.03370747133417084,0.0067473022262852945,0.19820016428059142,0.48514620948678616,3.3707471334170838,0.6747302226285294
lego-puzzles,1,x3,False,0.04681989819100603,0.05138265351443625,0.1923300650519001,0.5809859333161234,4.681989819100603,5.138265351443625
lego-puzzles,1,x4,False,0.0568062230982752,0.003691661887385746,0.19804494249680046,0.4884566129611914,5.680622309827521,0.3691661887385746
lego-puzzles,1,x5,False,0.04739916736985078,0.041351512962226646,0.19592258085582467,0.5477553540967509,4.739916736985078,4.135151296222665
lego-puzzles,2,x1+x2,True,0.10567923838300058,0.04498552463347903,0.19863562913045182,0.42908700691945195,10.567923838300059,4.498552463347903
lego-puzzles,2,x1+x3,True,0.04032203895421745,0.03624965446875543,0.19102324305300514,0.6105011667400624,4.032203895421746,3.624965446875543
lego-puzzles,2,x1+x4,True,0.10627463888952494,0.0573613781489989,0.19848532175033076,0.4312585101159654,10.627463888952494,5.73613781489989
lego-puzzles,2,x1+x5,True,0.08266196042812862,0.0075537807537154915,0.19569202224798057,0.5653500979454239,8.266196042812862,0.7553780753715491
lego-puzzles,2,x2+x3,False,0.048970667321060674,0.049948330012041006,0.19299744697750024,0.5733274616696784,4.897066732106067,4.994833001204101
lego-puzzles,2,x2+x4,False,0.03947513634061159,0.00903241902874093,0.20020112524821115,0.48478682317687377,3.947513634061159,0.903241902874093
lego-puzzles,2,x2+x5,False,0.045929485681722,0.04026617762098017,0.19646738090723306,0.5423923992326343,4.5929485681722,4.026617762098017
lego-puzzles,2,x3+x4,False,0.049844515892380585,0.05317542020778737,0.1928764197545637,0.5762379846020682,4.984451589238058,5.317542020778737
lego-puzzles,2,x3+x5,False,0.05520945395784294,0.0428217788734933,0.1925852619903924,0.5748763660476112,5.520945395784294,4.28217788734933
lego-puzzles,2,x4+x5,False,0.04838013024148562,0.04412622417060022,0.19633652267727167,0.5443639621581401,4.8380130241485615,4.412622417060022
lego-puzzles,3,x1+x2+x3,True,0.032853903453572544,0.029388401858049463,0.19134100189488742,0.6089826330362069,3.2853903453572544,2.9388401858049464
lego-puzzles,3,x1+x2+x4,True,0.10386611789188818,0.045866644428928544,0.2006457345572426,0.43059035528626893,10.386611789188818,4.586664442892855
lego-puzzles,3,x1+x2+x5,True,0.08043538797384889,0.009891350379382168,0.19624253180846324,0.5598378206004282,8.043538797384889,0.9891350379382168
lego-puzzles,3,x1+x3+x4,True,0.030323145692733686,0.0306031238090159,0.19130350152587577,0.6132092185119382,3.0323145692733684,3.06031238090159
lego-puzzles,3,x1+x3+x5,True,0.05143365918316602,0.030368124536038144,0.19077158752963894,0.6126979788316401,5.143365918316602,3.0368124536038144
lego-puzzles,3,x1+x4+x5,True,0.054942772286655304,0.013371032845483698,0.19601020515450118,0.5621206829352244,5.49427722866553,1.33710328454837
lego-puzzles,3,x2+x3+x4,False,0.04827248214661538,0.053103119217790505,0.1950799344872799,0.5715507772361674,4.827248214661537,5.310311921779051
lego-puzzles,3,x2+x3+x5,False,0.0418621084024404,0.043188624275337255,0.19318988638343043,0.5685288951654949,4.1862108402440406,4.318862427533725
lego-puzzles,3,x2+x4+x5,False,0.04565594837900479,0.04844427287206263,0.19832803817494804,0.5394590982946866,4.565594837900479,4.844427287206263
lego-puzzles,3,x3+x4+x5,False,0.045701739089758026,0.04192452314835114,0.19310697189025977,0.5709332401965995,4.570173908975803,4.192452314835114
lego-puzzles,4,x1+x2+x3+x4,True,0.038328303163434094,0.030502036941075335,0.19341961912785205,0.6072565663928243,3.832830316343409,3.0502036941075334
lego-puzzles,4,x1+x2+x3+x5,True,0.050159362023627765,0.03769776883709873,0.1910014829659301,0.6127992144118971,5.015936202362776,3.769776883709873
lego-puzzles,4,x1+x2+x4+x5,True,0.08272744612866867,0.013126779317538174,0.19800229329651625,0.5584002753607783,8.272744612866866,1.3126779317538175
lego-puzzles,4,x1+x3+x4+x5,True,0.05232617188610317,0.0293000310972416,0.19096297636085074,0.6172181474901168,5.232617188610317,2.93000310972416
lego-puzzles,4,x2+x3+x4+x5,False,0.04450478510586291,0.04435709839309236,0.19522490038990797,0.5656740518022465,4.450478510586291,4.4357098393092365
lego-puzzles,5,x1+x2+x3+x4+x5,True,0.05200501615511607,0.037342587753191894,0.19294762146534578,0.6105517845301909,5.200501615511607,3.7342587753191894
mmbench,1,x1,True,0.040719285456199766,0.046405790015001065,0.15732584250081397,0.8057774018412149,4.0719285456199765,4.6405790015001065
mmbench,1,x2,False,0.045499351217696424,0.006368486708431335,0.1995758240614951,0.5629917774805255,4.549935121769642,0.6368486708431335
mmbench,1,x3,False,0.049545913745316944,0.05452145375927777,0.19362612398688908,0.6353863403887009,4.954591374531694,5.452145375927777
mmbench,1,x4,False,0.048523293757627844,0.01196858197635285,0.19855839539522369,0.5715880478401133,4.852329375762785,1.196858197635285
mmbench,1,x5,False,0.028209862917287568,0.004495111090110908,0.19939255996967264,0.5821219214729718,2.8209862917287567,0.4495111090110908
mmbench,2,x1+x2,True,0.04946571501167018,0.04941653989875545,0.15721527146191253,0.8047987646549689,4.946571501167018,4.941653989875545
mmbench,2,x1+x3,True,0.04280760612924943,0.04817041485440376,0.15781066354042048,0.8041151939570383,4.280760612924943,4.817041485440376
mmbench,2,x1+x4,True,0.048570024757703605,0.04775276460161752,0.15754023482229834,0.8039971673617122,4.8570024757703605,4.775276460161752
